,event_time,event_type,product_id,category_id,category_code,brand,price,user_id,Session_id,Customer_id,Location,License_id,Session_start_datetime,Session_end_datetime,duration,License_start_date,License_end_date
32,2020-01-28 21:21:50,cart,5921712,2115334439910245200,,,5.16,551917875,8304dd4f-3c19-42d6-8c8e-a5d3604b8ceb,551917875_49497,"[57.545, -110.9008]",5921712,2020-01-28 16:44:50,2020-01-29 06:01:50,797.0,2020-01-22 07:56:13,2020-02-27 05:38:51
33,2020-02-07 06:03:03,remove_from_cart,5921712,2115334439910245200,,,5.16,608065614,c78a1a0f-4430-4f56-a0db-97bd4b4dd8a4,608065614_760047,"[44.5404, 71.94]",5921712,2020-02-06 23:34:03,2020-02-07 13:22:03,828.0,2020-01-22 07:56:13,2020-02-27 05:38:51
34,2020-01-22 20:38:34,cart,5921712,2115334439910245200,,,5.16,591232620,198e4a15-b847-4076-9b21-039fbbace85a,591232620_743348,"[10.32, 46.15]",5921712,2020-01-22 12:33:34,2020-01-22 22:04:34,571.0,2020-01-22 07:56:13,2020-02-27 05:38:51
35,2020-02-15 14:22:02,cart,5921712,2115334439910245200,,,5.16,459659126,457cee31-cfd9-4f75-909d-64f17021da9d,552795963_171732,"[55.0342, 6.547499999999999]",5921712,2020-02-15 04:55:02,2020-02-15 15:08:02,613.0,2020-01-22 07:56:13,2020-02-27 05:38:51
36,2020-01-28 10:36:20,view,5921712,2115334439910245200,,,5.16,412272154,5f9a7949-3901-4d44-9e00-9a13df85b42b,554079037_1046875,"[46.4333, -73.35]",5921712,2020-01-28 01:21:20,2020-01-28 14:49:20,808.0,2020-01-22 07:56:13,2020-02-27 05:38:51
37,2020-01-28 10:48:57,view,5921712,2115334439910245200,,,5.16,553384366,30c5c044-d3e0-4213-be8b-2d4069ed18de,553384366_489436,"[38.6494, 138.7828]",5921712,2020-01-28 08:28:57,2020-01-28 20:04:57,696.0,2020-01-22 07:56:13,2020-02-27 05:38:51
38,2020-02-01 06:58:00,view,5921712,2115334439910245200,,,5.16,527935037,8b4f2da9-c71c-41c1-a6cc-572402e695d0,575560241_712976,"[10.1878, -70.4725]",5921712,2020-02-01 01:49:00,2020-02-01 11:06:00,557.0,2020-01-22 07:56:13,2020-02-27 05:38:51
39,2020-02-05 05:10:12,cart,5921712,2115334439910245200,,,5.16,608065614,2e383846-9631-4bb1-9e5b-3fbd412b04b8,608065614_760047,"[47.8564, 6.547499999999999]",5921712,2020-02-05 02:51:12,2020-02-05 12:57:12,606.0,2020-01-22 07:56:13,2020-02-27 05:38:51
40,2020-02-09 15:54:06,purchase,5921712,2115334439910245200,,,5.16,316083227,f612404c-578b-49cd-bf71-8df1da39fa81,582164139_401306,"[47.6, -73.3333]",5921712,2020-02-09 12:08:06,2020-02-09 21:24:06,556.0,2020-01-22 07:56:13,2020-02-27 05:38:51
41,2020-02-09 18:59:18,remove_from_cart,5921712,2115334439910245200,,,5.16,468933158,c4264011-df8e-4dbc-98c5-527def70a7a1,468933158_664783,"[36.9353, 131.68970000000002]",5921712,2020-02-09 13:41:18,2020-02-10 02:48:18,787.0,2020-01-22 07:56:13,2020-02-27 05:38:51
42,2020-02-09 04:22:55,view,5921712,2115334439910245200,,,5.16,605375347,8a6635e9-f51c-40c8-82ef-d78fe7db1ef2,605375347_1045310,"[11.1858, -75.5553]",5921712,2020-02-09 00:36:55,2020-02-09 07:14:55,398.0,2020-01-22 07:56:13,2020-02-27 05:38:51
43,2020-02-05 06:01:12,cart,5921712,2115334439910245200,,,5.16,608065614,2e383846-9631-4bb1-9e5b-3fbd412b04b8,608065614_760047,"[47.8564, 6.547499999999999]",5921712,2020-02-05 01:43:12,2020-02-05 06:52:12,309.0,2020-01-22 07:56:13,2020-02-27 05:38:51
44,2020-02-01 12:01:25,cart,5921712,2115334439910245200,,,5.16,435533428,ba51ff6b-ce7c-4593-a82d-580aa5f1e308,435533428_117368,"[15.9263, 125.4492]",5921712,2020-02-01 06:28:25,2020-02-01 19:27:25,779.0,2020-01-22 07:56:13,2020-02-27 05:38:51
45,2020-02-07 05:33:47,view,5921712,2115334439910245200,,,5.16,605344217,d1fdae46-36ff-4beb-8b93-3e99111862d0,370916507_215786,"[28.826, -82.3761]",5921712,2020-02-06 19:44:47,2020-02-07 05:54:47,610.0,2020-01-22 07:56:13,2020-02-27 05:38:51
46,2020-02-25 00:25:58,cart,5921712,2115334439910245200,,,5.16,538030237,eb1f4c20-d005-4ce9-ade6-11e7b21b0171,504094466_80332,"[63.4167, 58.7833]",5921712,2020-02-24 14:37:58,2020-02-25 09:54:58,1157.0,2020-01-22 07:56:13,2020-02-27 05:38:51
47,2020-01-23 12:25:42,cart,5921712,2115334439910245200,,,5.16,552886897,3b3d9472-7709-4715-bc7a-980e0324f263,570513286_153469,"[10.1333, 126.6167]",5921712,2020-01-23 04:57:42,2020-01-23 13:10:42,493.0,2020-01-22 07:56:13,2020-02-27 05:38:51
48,2020-02-05 02:39:19,view,5921712,2115334439910245200,,,5.16,601608559,ab19be2d-af99-2302-640f-49ff230d6aee,233648394_102049,"[63.1468, 9.068]",5921712,2020-02-05 00:25:19,2020-02-05 12:08:19,703.0,2020-01-22 07:56:13,2020-02-27 05:38:51
49,2020-02-03 15:22:02,cart,5921712,2115334439910245200,,,5.16,606465952,4d0ce5a0-5a48-4a91-a3c1-fe8d008cca74,549711019_865858,"[33.6342, 52.3667]",5921712,2020-02-03 13:58:02,2020-02-03 21:18:02,440.0,2020-01-22 07:56:13,2020-02-27 05:38:51
50,2020-01-23 12:30:22,view,5921712,2115334439910245200,,,5.16,552886897,3b3d9472-7709-4715-bc7a-980e0324f263,570513286_153469,"[10.1333, 126.6167]",5921712,2020-01-23 03:33:22,2020-01-23 20:27:22,1014.0,2020-01-22 07:56:13,2020-02-27 05:38:51
51,2020-02-09 15:30:21,view,5921712,2115334439910245200,,,5.16,316083227,f612404c-578b-49cd-bf71-8df1da39fa81,582164139_401306,"[47.6, -73.3333]",5921712,2020-02-09 14:53:21,2020-02-09 19:37:21,284.0,2020-01-22 07:56:13,2020-02-27 05:38:51
52,2020-01-31 08:57:00,purchase,5921712,2115334439910245200,,,5.16,571731968,489b40ee-2e0e-4d0f-883e-b98fd7220124,610461263_109078,"[43.5722, 46.8669]",5921712,2020-01-30 23:28:00,2020-01-31 09:07:00,579.0,2020-01-22 07:56:13,2020-02-27 05:38:51
53,2020-02-09 15:39:19,view,5921712,2115334439910245200,,,5.16,472673668,885a3005-b541-4447-bcd8-2b34268414cd,472673668_432193,"[17.25, 83.15]",5921712,2020-02-09 15:39:19,2020-02-10 00:15:19,516.0,2020-01-22 07:56:13,2020-02-27 05:38:51
54,2020-02-05 10:20:24,view,5921712,2115334439910245200,,,5.16,610347338,8e1c86fd-f596-4633-8567-473f0d45e3a2,610347338_772836,"[41.7692, 47.6156]",5921712,2020-02-05 07:04:24,2020-02-05 19:43:24,759.0,2020-01-22 07:56:13,2020-02-27 05:38:51
55,2020-02-05 18:46:11,view,5921712,2115334439910245200,,,5.16,430024996,f1210899-6a71-4d65-a1c4-99d659f7c770,432529754_750045,"[38.6, -0.6333000000000002]",5921712,2020-02-05 09:42:11,2020-02-06 00:32:11,890.0,2020-01-22 07:56:13,2020-02-27 05:38:51
56,2020-01-28 00:58:05,remove_from_cart,5921712,2115334439910245200,,,5.16,554055959,1fab5584-a538-4e03-839e-6f7a482054b7,554055959_323602,"[44.6033, 4.6244]",5921712,2020-01-27 20:49:05,2020-01-28 08:14:05,685.0,2020-01-22 07:56:13,2020-02-27 05:38:51
57,2020-02-07 02:46:21,view,5921712,2115334439910245200,,,5.16,605344217,8d661899-3eab-4044-bbea-39ee26d4e3e3,370916507_215786,"[13.0078, 42.7411]",5921712,2020-02-06 17:36:21,2020-02-07 08:03:21,867.0,2020-01-22 07:56:13,2020-02-27 05:38:51
58,2020-02-02 12:29:31,cart,5921712,2115334439910245200,,,5.16,405986628,ad51b8e3-74ac-46da-ba90-6107d30ca356,405986628_283400,"[58.0619, 27.8108]",5921712,2020-02-02 04:14:31,2020-02-02 21:35:31,1041.0,2020-01-22 07:56:13,2020-02-27 05:38:51
59,2020-01-27 06:30:01,view,5921712,2115334439910245200,,,5.16,470580792,90d3ff52-e845-4861-a8bb-3100f7fcff0b,470580792_849882,"[38.0401, -116.93]",5921712,2020-01-27 03:04:01,2020-01-27 10:21:01,437.0,2020-01-22 07:56:13,2020-02-27 05:38:51
60,2020-01-31 03:14:51,view,5921712,2115334439910245200,,,5.16,571731968,366b53d6-e4fc-4958-974f-926bda43d55d,610461263_109078,"[51.7906, 5.6518999999999995]",5921712,2020-01-31 00:47:51,2020-01-31 05:47:51,300.0,2020-01-22 07:56:13,2020-02-27 05:38:51
61,2020-01-24 17:52:32,cart,5921712,2115334439910245200,,,5.16,605375347,2ccd0fe0-ed44-4439-a0a4-7a7233b62bc0,605375347_1045310,"[50.4071, 17.1505]",5921712,2020-01-24 16:40:32,2020-01-24 19:02:32,142.0,2020-01-22 07:56:13,2020-02-27 05:38:51
62,2020-02-20 04:59:12,cart,5921712,2115334439910245200,,,5.16,608065614,5a7721aa-529e-426d-9e2e-e78470f72629,608065614_760047,"[57.7067, 0.31000000000000005]",5921712,2020-02-20 01:39:12,2020-02-20 14:28:12,769.0,2020-01-22 07:56:13,2020-02-27 05:38:51
63,2020-01-24 15:03:21,purchase,5921712,2115334439910245200,,,5.16,605535159,2191d5ef-7306-4e6b-a3d0-2be7a4a76c4b,557633208_425578,"[18.4855, -65.8734]",5921712,2020-01-24 05:16:21,2020-01-24 15:04:21,588.0,2020-01-22 07:56:13,2020-02-27 05:38:51
64,2020-02-09 15:27:32,cart,5921712,2115334439910245200,,,5.16,316083227,f612404c-578b-49cd-bf71-8df1da39fa81,582164139_401306,"[47.6, -73.3333]",5921712,2020-02-09 07:01:32,2020-02-09 19:15:32,734.0,2020-01-22 07:56:13,2020-02-27 05:38:51
65,2020-02-20 12:26:05,cart,5921712,2115334439910245200,,,5.16,551239387,82ede887-77ca-475a-aa13-1582acbe422c,551239387_232923,"[37.6639, 54.7631]",5921712,2020-02-20 07:50:05,2020-02-20 21:58:05,848.0,2020-01-22 07:56:13,2020-02-27 05:38:51
66,2020-01-29 21:47:21,view,5921712,2115334439910245200,,,5.16,551917875,0ad74cf3-1fbe-c511-1ef6-23a7a2e39672,551917875_49497,"[53.0894, 4.9608]",5921712,2020-01-29 20:05:21,2020-01-29 22:09:21,124.0,2020-01-22 07:56:13,2020-02-27 05:38:51
67,2020-01-27 19:38:11,view,5921712,2115334439910245200,,,5.16,470580792,5412d7b0-588d-4a04-8c9e-910ca8a2c2d1,470580792_849882,"[29.6858, 111.4279]",5921712,2020-01-27 14:50:11,2020-01-27 22:11:11,441.0,2020-01-22 07:56:13,2020-02-27 05:38:51
68,2020-01-28 00:56:08,cart,5921712,2115334439910245200,,,5.16,554055959,1fab5584-a538-4e03-839e-6f7a482054b7,554055959_323602,"[44.6033, 4.6244]",5921712,2020-01-28 00:23:08,2020-01-28 05:50:08,327.0,2020-01-22 07:56:13,2020-02-27 05:38:51
69,2020-02-09 18:59:18,remove_from_cart,5921712,2115334439910245200,,,5.16,468933158,c4264011-df8e-4dbc-98c5-527def70a7a1,468933158_664783,"[36.9353, 131.68970000000002]",5921712,2020-02-09 13:46:18,2020-02-10 01:06:18,680.0,2020-01-22 07:56:13,2020-02-27 05:38:51
70,2020-02-02 11:59:02,remove_from_cart,5921712,2115334439910245200,,,5.16,566439116,4d531810-7642-fd98-8f41-f5b3dc9a4316,566439116_346886,"[49.1853, 9.155]",5921712,2020-02-02 11:08:02,2020-02-02 13:37:02,149.0,2020-01-22 07:56:13,2020-02-27 05:38:51
71,2020-01-29 07:31:37,cart,5921712,2115334439910245200,,,5.16,566439116,85c09692-3a6e-458b-99d9-42a811a5fc8d,566439116_346886,"[56.3161, 10.9642]",5921712,2020-01-29 06:12:37,2020-01-29 11:24:37,312.0,2020-01-22 07:56:13,2020-02-27 05:38:51
72,2020-02-08 13:58:08,remove_from_cart,5921712,2115334439910245200,,,5.16,399445659,e93f8ae5-e454-4bbb-be0d-e060c401eaec,399445659_337487,"[58.8, 40.1833]",5921712,2020-02-08 08:17:08,2020-02-08 19:54:08,697.0,2020-01-22 07:56:13,2020-02-27 05:38:51
73,2020-01-30 20:21:37,view,5921712,2115334439910245200,,,5.16,527935037,4f56d100-1b32-4191-8787-0bdc40f52fb7,575560241_712976,"[21.1, -86.4833]",5921712,2020-01-30 19:21:37,2020-01-31 05:24:37,603.0,2020-01-22 07:56:13,2020-02-27 05:38:51
74,2020-02-03 15:21:34,view,5921712,2115334439910245200,,,5.16,606465952,4d0ce5a0-5a48-4a91-a3c1-fe8d008cca74,549711019_865858,"[33.6342, 52.3667]",5921712,2020-02-03 11:14:34,2020-02-03 20:17:34,543.0,2020-01-22 07:56:13,2020-02-27 05:38:51
75,2020-02-20 12:16:12,view,5921712,2115334439910245200,,,5.16,551239387,82ede887-77ca-475a-aa13-1582acbe422c,551239387_232923,"[37.6639, 54.7631]",5921712,2020-02-20 10:11:12,2020-02-20 19:31:12,560.0,2020-01-22 07:56:13,2020-02-27 05:38:51
76,2020-01-27 13:35:34,view,5921712,2115334439910245200,,,5.16,553384366,3e9e81bd-2743-4283-a79b-2664a97c9a2d,553384366_489436,"[35.2914, -3.466]",5921712,2020-01-27 09:22:34,2020-01-27 20:37:34,675.0,2020-01-22 07:56:13,2020-02-27 05:38:51
77,2020-01-29 21:47:42,remove_from_cart,5921712,2115334439910245200,,,5.16,551917875,0ad74cf3-1fbe-c511-1ef6-23a7a2e39672,551917875_49497,"[53.0894, 4.9608]",5921712,2020-01-29 15:26:42,2020-01-30 01:53:42,627.0,2020-01-22 07:56:13,2020-02-27 05:38:51
78,2020-02-03 14:46:34,remove_from_cart,5921712,2115334439910245200,,,5.16,599255490,5eb5b25e-8d67-4e65-a980-97a0c752c67f,462411360_977665,"[48.9036, 9.1039]",5921712,2020-02-03 11:56:34,2020-02-03 22:13:34,617.0,2020-01-22 07:56:13,2020-02-27 05:38:51
79,2020-02-04 04:10:42,view,5921712,2115334439910245200,,,5.16,571731968,b7aa11e3-13d4-4108-8717-5e93b2b5add2,610461263_109078,"[43.9167, -88.0266]",5921712,2020-02-04 03:14:42,2020-02-04 07:58:42,284.0,2020-01-22 07:56:13,2020-02-27 05:38:51
80,2020-02-02 12:36:55,cart,5921712,2115334439910245200,,,5.16,405986628,ad51b8e3-74ac-46da-ba90-6107d30ca356,405986628_283400,"[58.0619, 27.8108]",5921712,2020-02-02 03:18:55,2020-02-02 14:55:55,697.0,2020-01-22 07:56:13,2020-02-27 05:38:51
81,2020-02-26 22:27:51,remove_from_cart,5921712,2115334439910245200,,,5.16,538030237,7805427a-667c-4ed1-8243-77c70246f989,504094466_80332,"[33.3101, -110.7463]",5921712,2020-02-26 22:01:51,2020-02-27 05:38:51,457.0,2020-01-22 07:56:13,2020-02-27 05:38:51
82,2020-02-09 15:32:31,view,5921712,2115334439910245200,,,5.16,316083227,f612404c-578b-49cd-bf71-8df1da39fa81,582164139_401306,"[47.6, -73.3333]",5921712,2020-02-09 14:43:31,2020-02-09 22:37:31,474.0,2020-01-22 07:56:13,2020-02-27 05:38:51
83,2020-01-26 20:13:50,cart,5921712,2115334439910245200,,,5.16,430579689,42b43a05-675e-4709-b4cf-659d60aaacd8,377818992_621849,"[-23.0508, -50.2289]",5921712,2020-01-26 14:31:50,2020-01-27 04:16:50,825.0,2020-01-22 07:56:13,2020-02-27 05:38:51
84,2020-02-14 18:22:22,remove_from_cart,5921712,2115334439910245200,,,5.16,435533428,ba51ff6b-ce7c-4593-a82d-580aa5f1e308,435533428_117368,"[15.9263, 125.4492]",5921712,2020-02-14 13:45:22,2020-02-15 03:03:22,798.0,2020-01-22 07:56:13,2020-02-27 05:38:51
85,2020-02-15 14:28:40,view,5921712,2115334439910245200,,,5.16,459659126,457cee31-cfd9-4f75-909d-64f17021da9d,552795963_171732,"[55.0342, 6.547499999999999]",5921712,2020-02-15 06:07:40,2020-02-15 20:13:40,846.0,2020-01-22 07:56:13,2020-02-27 05:38:51
86,2020-02-26 22:27:50,remove_from_cart,5921712,2115334439910245200,,,5.16,538030237,7805427a-667c-4ed1-8243-77c70246f989,504094466_80332,"[33.3101, -110.7463]",5921712,2020-02-26 13:08:50,2020-02-27 02:34:50,806.0,2020-01-22 07:56:13,2020-02-27 05:38:51
87,2020-02-03 14:39:43,view,5921712,2115334439910245200,,,5.16,599255490,5eb5b25e-8d67-4e65-a980-97a0c752c67f,462411360_977665,"[48.9036, 9.1039]",5921712,2020-02-03 12:16:43,2020-02-03 21:08:43,532.0,2020-01-22 07:56:13,2020-02-27 05:38:51
88,2020-02-07 13:50:29,cart,5921712,2115334439910245200,,,5.16,399445659,d96a65be-a393-4599-b828-e1ca0e2d0f58,399445659_337487,"[50.4881, 9.7158]",5921712,2020-02-07 09:08:29,2020-02-07 18:30:29,562.0,2020-01-22 07:56:13,2020-02-27 05:38:51
89,2020-01-24 17:52:23,view,5921712,2115334439910245200,,,5.16,605375347,2ccd0fe0-ed44-4439-a0a4-7a7233b62bc0,605375347_1045310,"[50.4071, 17.1505]",5921712,2020-01-24 13:45:23,2020-01-24 18:57:23,312.0,2020-01-22 07:56:13,2020-02-27 05:38:51
90,2020-02-04 09:35:46,cart,5921712,2115334439910245200,,,5.16,608065614,1947c1e8-c15d-4260-9456-63a3b31bf7c8,608065614_760047,"[34.5609, -84.2669]",5921712,2020-02-04 09:00:46,2020-02-04 10:04:46,64.0,2020-01-22 07:56:13,2020-02-27 05:38:51
91,2020-02-08 13:57:25,view,5921712,2115334439910245200,,,5.16,399445659,e93f8ae5-e454-4bbb-be0d-e060c401eaec,399445659_337487,"[58.8, 40.1833]",5921712,2020-02-08 12:24:25,2020-02-08 19:32:25,428.0,2020-01-22 07:56:13,2020-02-27 05:38:51
