event_time,event_type,product_id,category_id,category_code,brand,price,user_id,Session_id,Customer_id,Location,License_id,Session_start_datetime,Session_end_datetime,duration,License_start_date,License_end_date
2020-02-09 09:40:52,view,eIOAKTT3oQ,1487580005671109489,,,3.0,43565817,TbNc4p07dXLMLS43Fr7GzzzyS,VU2Et6rXY0iZpIMkBR,"[38.485, 15.9797]",2820511,2016-04-24 01:48:05,2016-04-24 01:51:05,3,2016-03-28 01:48:05,2016-05-27 01:48:05
2019-11-21 09:36:48,remove_from_cart,4bAy3SC3bB,1487580008263189483,,grattol,8.73,24233588,wMzHz5sqsOQs7zKF26JVrIJWr,RcqAgPfxjDG4ITteFi,"[50.7356, 2.2372]",3651037,2016-09-04 10:12:00,2016-09-04 10:19:00,7,2016-07-29 10:12:00,2016-10-27 10:12:00
2020-02-18 12:37:16,cart,Za493to4lG,1487580008263189483,,,4.62,46747241,kDbIpsOf80HeVJa0TX8oQVK5R,cIbubcJM6J6kOpSJdR,"[56.65, 66.3]",3248355,2017-04-06 09:27:21,2017-04-06 09:33:21,6,2017-02-27 09:27:21,2017-08-26 09:27:21
2019-12-05 17:01:15,cart,RO1PyO78sH,1487580011702517887,,italwax,3.02,45177059,vYknrNu7oXHTRoZj9NlHiNR98,q6dmvjugyDxhtKjMsT,"[49.3214, 6.1183]",2823021,2018-03-28 04:32:12,2018-03-28 04:36:12,4,2018-03-05 04:32:12,2018-05-04 04:32:12
2019-12-15 16:18:27,remove_from_cart,fkfR6EfmpH,1487580005092295511,,bpw.style,29.37,16526156,cSwIRolsKkqf5lcQlgbr49zQF,V02S7JICMSlHkPk7Dv,"[-34.75, -58.3833]",3733336,2021-04-27 08:36:43,2021-04-27 08:40:43,4,2021-04-15 08:36:43,2021-08-13 08:36:43
2019-10-17 08:15:49,cart,kcY9pl2MXP,1487580013799669974,,milv,4.44,39841965,32Ee88e78ox3xBLHwb2BK5sQ1,j1odDqofpj7AH2aY4m,"[45.1856, 26.0397]",1635004,2016-08-25 21:52:33,2016-08-25 21:54:33,2,2016-08-09 21:52:33,2017-02-05 21:52:33
2019-10-02 20:43:14,view,hNwssiQX6m,1602943681873052386,,,7.46,40368520,2lBXpRzefllD6LFiuP2hd6NKD,npAORfl0YTJN4IjAX3,"[46.3625, 23.0456]",3843946,2015-05-26 05:58:12,2015-05-26 06:02:12,4,2015-05-10 05:58:12,2015-10-07 05:58:12
2019-10-27 21:49:37,view,ipv5uinftK,1487580004882580302,,max,2.83,36793932,G6z8HJsu0AU1KJMDnFIXAz2Gu,6kMxFum9slAk0koBtA,"[16.9981, -96.4314]",2185905,2018-05-24 23:59:41,2018-05-25 00:03:41,4,2018-05-01 23:59:41,2018-08-29 23:59:41
2019-11-24 15:36:14,remove_from_cart,8vjukOhV2l,1487580013069861041,,staleks,8.73,19895664,LBFDMEKjqedFjlMJEYdPHricL,MdHRaEEPopbLdVuA6I,"[36.0365, -95.7809]",2689943,2021-07-12 15:57:50,2021-07-12 15:59:50,2,2021-06-29 15:57:50,2021-12-26 15:57:50
2019-10-06 15:18:04,cart,uUGwXbFjv7,1487580005092295511,,,44.44,28778752,1buBpfSBcl77YcmMbmumMdes5,RSrkVKTjC5GAlbWrzp,"[50.4278, 2.9297]",3923512,2021-10-28 00:58:41,2021-10-28 00:59:41,1,2021-09-23 00:58:41,2021-11-22 00:58:41
2019-10-30 18:29:26,cart,KEoAtwsmGS,1658462125284131265,,yoko,98.4,21985802,dgq9KQ8uc3hOhpQHrvAQ6r26z,z1ncR9QL6vZ51ml8eX,"[37.1833, -1.8167]",4853806,2020-01-06 15:17:16,2020-01-06 15:20:16,3,2019-12-20 15:17:16,2020-06-17 15:17:16
2020-01-04 16:39:33,cart,2jZaKD9RuS,1602943681873052386,,runail,1.59,34352714,ykIQDBw7tPc3wbTrLp6vYwdV5,uGJbcCsZXs2AitzIFA,"[-7.805, -35.24]",2845677,2017-06-20 23:17:13,2017-06-20 23:20:13,3,2017-05-21 23:17:13,2017-11-17 23:17:13
2020-01-31 07:48:42,view,GIOJzjLvyw,1487580007281722301,,concept,3.16,24159102,M5GvmMYrGxDjEkzGz2SWAT1uJ,PntsJh2fbwXhCT9Zil,"[38.5967, -0.6708]",1516072,2020-07-27 15:38:25,2020-07-27 15:45:25,7,2020-06-27 15:38:25,2020-10-25 15:38:25
2020-02-02 15:16:08,remove_from_cart,Jx8wJzv6vS,1487580008447738866,,,2.14,10219250,SUtujdcizYgvq8hmR6GE2ZRbF,LjPRAjG3ti2FMVb50g,"[49.1511, 6.1514]",4324998,2015-01-04 20:13:40,2015-01-04 20:15:40,2,2014-12-07 20:13:40,2015-04-06 20:13:40
2020-02-28 11:50:25,view,928MOqxClg,1487580006317032337,,strong,2.48,37824829,UF3nPi59jGHZcyieDKG43WAys,MU1O9CjzKfBYmB75H4,"[49.0017, 9.1083]",1602806,2018-04-24 05:59:11,2018-04-24 06:02:11,3,2018-04-05 05:59:11,2018-07-04 05:59:11
2020-02-14 08:22:01,cart,lX5ZOnvzvg,1487580007717929935,,irisk,23.81,26515175,wngAooRZxnbR8EKawT1cYSFwf,6NIl0LaGwaXIXDRDKy,"[-27.6689, -54.11]",1502171,2021-07-11 16:42:50,2021-07-11 16:48:50,6,2021-06-05 16:42:50,2021-10-03 16:42:50
2019-10-30 10:28:38,view,9CDS1g3gYv,1487580013841613016,,oniq,5.56,34022581,huxzCMHlZLpgxKnoOBDubpINY,VEaOD3mexJcyoZv90n,"[50.8429, -0.1313]",4215772,2018-04-23 18:39:15,2018-04-23 18:44:15,5,2018-03-23 18:39:15,2018-07-21 18:39:15
2020-01-17 08:30:07,view,tOF766EMpv,1487580005595612013,,,6.35,40624421,0346daMEPQYfg5OYQObByQHqh,FTb1piEheFvho16ecC,"[42.911, -8.735]",1790291,2017-05-08 16:12:57,2017-05-08 16:17:57,5,2017-03-29 16:12:57,2017-09-25 16:12:57
2019-12-16 05:36:33,view,jkOrm41eZY,1487580005092295511,,bpw.style,4.6,47602812,Kp03ILOIBtDnhAlHJ0yOHPx3i,uqQz6yhyYwENXwht6v,"[46.1, 12.1833]",3793476,2020-02-12 15:16:37,2020-02-12 15:20:37,4,2020-01-19 15:16:37,2020-05-18 15:16:37
2020-01-30 10:49:35,cart,PSUiMD2X4Y,1487580009202712597,,grattol,5.11,10860283,5N1AoVDbA07DTaqZQ1R4qXstw,CS8OrMmQCWUjJfZKlc,"[14.7361, -91.1558]",4999633,2016-12-12 03:34:25,2016-12-12 03:40:25,6,2016-11-06 03:34:25,2017-01-05 03:34:25
2020-01-06 13:50:33,view,L7XPLw3O1X,1487580011585077370,,,20.0,26284528,tRhDTZtmBDLrHxxoMCuXZVz4Y,a9KWzOkFVfYRJGN3cH,"[16.7333, 120.3833]",1509507,2015-05-22 16:38:16,2015-05-22 16:41:16,3,2015-05-03 16:38:16,2015-08-01 16:38:16
2019-11-06 12:02:27,remove_from_cart,8akjVuszdZ,1487580008758116352,,,0.79,19072206,bBgFP2QPzJF7GW268WJKtm6F4,f7a90EDxGQRsb1cf2u,"[19.2833, -98.4333]",2186482,2019-10-27 23:06:57,2019-10-27 23:12:57,6,2019-10-16 23:06:57,2019-12-15 23:06:57
2019-10-13 11:28:39,remove_from_cart,KueKeRBJw7,1542195323827388674,,kinetics,2.06,38352434,LNrTGnYJzX9eNEb5VFFyuAzny,rKKDbxJfSrK8GtdbqK,"[34.084, -118.1355]",2189462,2015-11-15 02:10:57,2015-11-15 02:16:57,6,2015-10-06 02:10:57,2016-04-03 02:10:57
2019-10-11 13:42:55,cart,VpP8uQs2JU,1487580007675986893,,italwax,1.51,44545007,HUKbzbATc7YrXUFGT7DjlFgDW,axnQb4kqHoc3Qp9MJa,"[45.5667, -72.0]",3876000,2021-09-08 03:35:04,2021-09-08 03:37:04,2,2021-08-29 03:35:04,2021-10-28 03:35:04
2019-10-26 16:21:54,purchase,LTGdaIwJAf,1487580008112194531,,,1.75,18991623,02wkxIbPbai09bnHWkfhgCTTv,X7RgoK4oKwdrozymaz,"[45.65, 11.3]",4051479,2016-05-06 15:10:10,2016-05-06 15:15:10,5,2016-04-26 15:10:10,2016-09-23 15:10:10
2019-11-06 01:28:32,view,E333Nmjvyd,1487580007717929935,,runail,1.27,43034232,sVQ6gJJYIqLGCk7qOuwq5uhe0,ZUQNLrcPtfGWx3rAF5,"[41.8222, 46.275]",2671912,2019-12-11 00:01:12,2019-12-11 00:06:12,5,2019-11-12 00:01:12,2020-02-10 00:01:12
2019-11-17 09:21:24,cart,meANxt7L12,1487580012902088873,,masura,10.95,16382787,hpYznm7OBF8aIFEFy7baSjNo4,UfOt6ycLWPnTCrkudW,"[37.2118, -95.7328]",2421980,2021-12-27 10:37:58,2021-12-27 10:41:58,4,2021-11-29 10:37:58,2022-04-28 10:37:58
2020-02-27 07:16:37,cart,maEdNNIQ0Q,1487580012432326804,,irisk,3.65,35479414,hlR4PXpVieuBPjztcp1ikqvf2,eJPGNJwFFTAvdylycI,"[35.2439, 60.6225]",4839313,2017-10-20 17:11:17,2017-10-20 17:20:17,9,2017-10-02 17:11:17,2018-03-31 17:11:17
2019-12-19 13:08:02,purchase,6oz6yQ6b4C,1487580004916134735,,irisk,4.0,34223505,GZJ7zfMBSY1umZc5wsvId3zm2,amEV9hmQUcI6NJ2HDE,"[29.9, -7.3167]",2375714,2016-10-05 23:17:11,2016-10-05 23:23:11,6,2016-09-22 23:17:11,2016-11-21 23:17:11
2019-11-28 13:12:03,view,3XlhvFBovZ,1487580005092295511,,,1.73,21910233,ZisurZwqtIgpSC7AYlrQPB9iN,9iLpzqe2j9QVY9MaI2,"[35.8756, -80.0093]",2384382,2016-05-06 05:15:40,2016-05-06 05:18:40,3,2016-04-26 05:15:40,2016-08-24 05:15:40
2019-11-23 08:27:00,cart,uRDcpj7Csb,1487580006317032337,,farmstay,3.97,15756233,BO73MER5625N2FFfCF1PcXl9o,sl887prcs7F6Z88UxY,"[-4.35, 14.76]",2761011,2018-03-19 08:21:36,2018-03-19 08:25:36,4,2018-02-14 08:21:36,2018-05-15 08:21:36
2019-10-20 13:20:45,view,L6L4Ci9KpQ,1487580012021285001,,,0.4,26074444,PtCWW9DytKsZkBjfcaEZa3VYL,fVZCLOGNO8tnBBso7D,"[-13.7728, -42.7139]",1793645,2015-08-24 15:22:53,2015-08-24 15:27:53,5,2015-07-28 15:22:53,2016-01-24 15:22:53
2019-12-19 12:50:46,view,9d8cohCgGe,1487580013069861041,,irisk,0.79,15003449,fLCMzzboYzuj1h9dfAfXyBe37,O4sBLmi4ws542dR9xO,"[39.5661, -0.5281]",1102863,2015-02-07 16:12:11,2015-02-09 08:36:11,2424,2014-12-31 16:12:11,2015-06-29 16:12:11
2019-11-15 07:19:31,view,3xKNW4D8q7,1487580004916134735,,,1.03,15464074,bTImG5Idk9S6wRMyHE6cz8nK2,qrsKss7Ada0KOtGyVN,"[43.7297, 10.5867]",1929629,2017-05-13 20:09:04,2017-05-14 22:53:04,1604,2017-04-17 20:09:04,2017-06-16 20:09:04
2019-10-24 13:10:01,view,7oicapzOC4,1487580013640286413,,beautix,3.97,41119777,oOCSPyXuhEbfXNgJ5GlyCDrMv,xlRMyWE8Cx3MHBoMaF,"[40.3428, -94.8701]",2448586,2018-09-25 03:37:50,2018-09-26 07:26:50,1669,2018-08-21 03:37:50,2018-12-19 03:37:50
2019-11-19 17:19:51,remove_from_cart,jgsoZ2gQAG,1487580009177546772,,,1.27,37221212,qSwo0hxqNqxkJtUBedx1bX7Tz,TOnzTWjjU7da87KCf7,"[40.3211, 44.5797]",3006225,2016-04-26 07:42:13,2016-04-27 08:26:13,1484,2016-04-13 07:42:13,2016-06-12 07:42:13
2019-10-20 15:55:47,remove_from_cart,1m9wPqEa8c,1487580005595612013,,lianail,0.79,15317666,V2CrI2f9qNiI0wdq9o831C8PT,s05o8dEoXCRzTuKYUn,"[-50.3395, -72.2649]",4402659,2019-06-21 21:54:43,2019-06-22 23:15:43,1521,2019-05-22 21:54:43,2019-10-19 21:54:43
2020-01-28 23:38:09,view,Xa5LQOWzeI,1487580008800059394,,,0.63,37956911,norSKOVhqy2kZQChXfP9PcuxJ,EprZLNf3iNyOAHr7cD,"[29.9474, -82.1129]",3905059,2017-01-16 13:01:57,2017-01-16 21:03:57,482,2016-12-18 13:01:57,2017-05-17 13:01:57
2019-10-22 11:34:07,remove_from_cart,wRMz1ukrXk,1487580006317032337,,ardell,2.7,36772655,o8CVFP0xhu0BTSoH9Mhszber4,eKFN70wQqWgyBxVkGF,"[36.0656, 113.8153]",4928115,2018-07-16 03:53:04,2018-07-17 00:05:04,1212,2018-06-15 03:53:04,2018-11-12 03:53:04
2019-12-08 23:25:02,view,8N94Dio081,1487580005595612013,,runail,0.79,47417245,MJWaH1UqhEMzzGShKnHnhaNos,KjpPqnOFpnRBXn4EuQ,"[48.7833, 17.8333]",1292906,2016-03-11 11:47:19,2016-03-12 08:22:19,1235,2016-02-12 11:47:19,2016-06-11 11:47:19
2020-01-04 19:53:24,view,Qt15aJqEsb,1897124478404526487,,beautix,5.24,23350560,TQYNfy8Q0k5JkEIxxhrXDduh1,tZtpgXiymBOr7kPg0m,"[28.6583, 121.4221]",3379079,2020-12-03 10:21:26,2020-12-04 13:29:26,1628,2020-11-11 10:21:26,2021-05-10 10:21:26
2020-02-09 11:39:04,view,eq3f1Jl3EM,1487580005671109489,,cnd,5.24,48413710,2miJsOJ5jYmKdR5Fi3D7O5EvO,nh1xTbV7eE42JmHQ4l,"[52.4667, 4.75]",2443987,2015-03-09 20:11:12,2015-03-10 07:01:12,650,2015-02-15 20:11:12,2015-07-15 20:11:12
2019-10-10 21:45:09,cart,0vmrrkTT1T,1487580005754995573,,masura,0.67,30923247,SXOK3V95TvU1i5F6XjnglBHjY,z7XfL5PmqtKyPkeICq,"[42.3377, 130.4027]",1958882,2020-01-06 16:56:21,2020-01-07 12:47:21,1191,2019-12-08 16:56:21,2020-02-06 16:56:21
2019-12-18 19:02:10,remove_from_cart,OdiHv06X6V,1937169073007756269,,,4.29,33111549,vlyoNHhrv0CvleDLzt16aAfFp,t245TPepRyWP6BYgYa,"[50.1333, 11.0333]",2417709,2021-01-02 05:41:34,2021-01-03 10:40:34,1739,2020-11-30 05:41:34,2021-03-30 05:41:34
2020-02-01 18:21:10,cart,eWQgUWjmSN,1487580005092295511,,,1.98,10769483,XHJmooZoknSpV5p4AV647pmfM,eaUqh9UqTPjmaIcqK9,"[45.1167, 10.7833]",3361802,2017-04-07 08:56:16,2017-04-08 07:55:16,1379,2017-03-26 08:56:16,2017-07-24 08:56:16
2020-02-02 14:19:29,cart,dEOprzHtbo,1487580008145748965,,,0.32,42221642,2T2dervRjnYnbBkEulMKkXS7E,kl3OWy1QIqTP5M177J,"[-23.5228, -46.8358]",2962288,2021-10-04 05:25:32,2021-10-04 17:28:32,723,2021-09-08 05:25:32,2021-11-07 05:25:32
2019-10-27 10:26:49,view,yxYi37Q4DB,1487580007256556476,,,5.54,43435785,eqf2yDFeZF6lT2hockKtipDD8,uEnjofxHz57J5Mq7oG,"[33.9025, -118.0093]",2872413,2016-01-02 05:22:23,2016-01-03 01:15:23,1193,2015-12-16 05:22:23,2016-05-14 05:22:23
2020-02-24 18:15:15,view,4YJQmdeVmm,2069804417665728971,,,2.48,47944085,jOyvdnojIiKsYIuaiM4yPHPBQ,aWMfV092ZvQCucfi6E,"[48.2167, 12.0667]",4919351,2018-04-27 07:31:51,2018-04-27 22:26:51,895,2018-03-28 07:31:51,2018-07-26 07:31:51
2019-11-07 16:56:09,remove_from_cart,zoZcneeE9X,1487580010335174721,,markell,7.14,30930097,AXXDnlA8zN9vMyAnkjqgr8odF,8HXLKVVuF1kqKzEwDc,"[21.1819, -99.3203]",2885353,2016-11-14 03:02:04,2016-11-14 23:07:04,1205,2016-10-25 03:02:04,2016-12-24 03:02:04
2020-02-19 11:33:26,view,RiJb4Io6HY,1487580011702517887,,bpw.style,1.73,16735724,LXZDkha8nF6xbIIEGw8M3q5Yn,Ij2D8hYKoJO3O3VOsE,"[39.1467, 117.2056]",2316647,2017-02-06 16:13:48,2017-02-07 06:52:48,879,2017-01-21 16:13:48,2017-04-21 16:13:48
2019-10-27 09:05:56,remove_from_cart,mVzsjvltxX,1487580005713052531,,matrix,13.33,41716707,JVDRWQLTkRiBNWT9PIHhjqjJX,hEgmciIzga2K2M8aXS,"[-23.6572, -46.5333]",4647587,2019-10-05 17:25:31,2019-10-06 14:44:31,1279,2019-09-25 17:25:31,2019-12-24 17:25:31
2019-10-17 09:57:44,cart,DvBeZy1TTh,1487580006317032337,,sunuv,3.97,34788290,9i8Bb3M8PsnThyED65JJmLgzE,Bq8rQMN9badhnBg7yC,"[51.599, -0.187]",4292406,2020-12-16 13:31:22,2020-12-17 10:42:22,1271,2020-11-26 13:31:22,2021-05-25 13:31:22
2020-02-15 07:30:46,cart,nnDwpEIauM,1487580006317032337,,,4.75,43041306,HpzLIHkCY1gn9MCfLbhNgWnNw,bSiAkqKo6LGw8rqYL7,"[-28.3878, -53.915]",3253637,2016-08-22 07:31:05,2016-08-23 02:10:05,1119,2016-07-31 07:31:05,2016-09-29 07:31:05
2020-02-07 17:25:35,cart,0GmNyMUHQs,1487580005092295511,,,2.62,11393689,tftGTlGE7L3OgdohuP5OFOMuh,638UHdSXmG6fcWawAn,"[45.5828, 9.6692]",4731747,2017-11-06 05:29:54,2017-11-07 04:31:54,1382,2017-10-19 05:29:54,2017-12-18 05:29:54
2020-01-27 10:28:26,view,yabzgRmEFk,1487580014009385185,,,3.65,14992319,FBsnU8yVycJmTW2MTrPq7ruVf,ewzQLuFBCs1bbYvHQY,"[50.0358, 16.4988]",4972063,2017-06-15 05:23:32,2017-06-15 21:03:32,940,2017-05-22 05:23:32,2017-11-18 05:23:32
2019-10-14 18:45:49,view,spKUyi0MMt,1487580012096782476,,bpw.style,3.0,16396732,EYAyaSpDI5qdEtAyXwMlCRw70,bodoyduVKcb65H6XXR,"[36.6511, 138.3069]",4493034,2021-02-11 19:58:32,2021-02-12 23:18:32,1640,2021-01-23 19:58:32,2021-06-22 19:58:32
2020-02-03 17:54:11,view,KyRHxDVCsP,1487580011585077370,,,6.33,25452926,JXLIS0KEdRVu6ebtoSOXVq37w,1xWHQoYqWAO2EIXF7J,"[49.1015, 16.3775]",3098238,2019-02-03 09:45:01,2019-02-03 23:47:01,842,2019-01-12 09:45:01,2019-03-13 09:45:01
2020-01-11 15:05:15,cart,OWFTbtu2BZ,1487580007281722301,,runail,2.62,16177964,B8CzxschwhwiEcT7JP8fBACOe,0jZv6e3aq70kkCWy2Y,"[43.7234, 20.687]",4186245,2017-07-26 23:30:58,2017-07-27 20:24:58,1254,2017-06-28 23:30:58,2017-11-25 23:30:58
2019-11-21 05:56:25,view,4KT7VpcrNs,1487580007675986893,,shary,13.02,42531360,xrqRZZ2AT2VAGAvEVlQcpbkaR,qnpJnGXyoVfkLOgvRJ,"[32.0635, -82.8968]",4607455,2021-02-13 19:24:23,2021-02-14 17:53:23,1349,2021-01-27 19:24:23,2021-06-26 19:24:23
2020-02-02 11:26:40,purchase,0JFjHB0SQ1,1487580005671109489,,grattol,2.37,37510204,Cd9LArwhZQ0AavjXwtdJc5Vd3,WKOgH2bjYnMaOIdAGM,"[29.7824, -95.9515]",1874440,2019-07-27 12:19:53,2019-07-29 01:57:53,2258,2019-06-26 12:19:53,2019-08-25 12:19:53
2019-11-01 17:52:33,cart,VJZt52f3sU,1998040849203594085,,f.o.x,6.59,38305608,trUEWgn5w6eiZF8gQDXa6YsbS,00eyoYy2OTRn4vO7j5,"[8.5756, -73.0944]",3867795,2021-11-14 10:24:56,2021-11-15 04:18:56,1074,2021-11-04 10:24:56,2022-01-03 10:24:56
2019-12-29 00:37:36,remove_from_cart,jD34uAjDfi,1487580007457883075,,,3.97,43416105,7nXWzqFiUmLKawAOfmkI8PiUd,izCiUQzq75EWLU01Sw,"[-26.9, -48.8269]",2531933,2020-09-24 19:00:04,2020-09-25 06:42:04,702,2020-08-19 19:00:04,2021-02-15 19:00:04
2019-11-25 10:29:12,purchase,R1utJHxFmr,2069804417665728971,,grattol,3.81,11431734,wq8hVU714WSXvR8tYO4mZrqXi,QpMgXDyRewYlEVJ97C,"[40.6569, -73.5285]",4678979,2017-11-05 15:22:11,2017-11-06 12:49:11,1287,2017-10-18 15:22:11,2018-03-17 15:22:11
2020-02-22 15:35:28,cart,cTEoLBfB7t,1487580006300255120,,,0.32,11913677,Jik2fg65Dmnp80Bj5lW1tXMWr,p3XIAWEVCVL6WF6GOq,"[48.2778, 8.0869]",1375156,2019-11-14 03:53:46,2019-11-15 08:38:46,1725,2019-11-02 03:53:46,2020-03-31 03:53:46
2020-02-18 06:55:49,remove_from_cart,EOKqzqjy5q,1487580007910867929,,masura,2.06,41502879,eUp1CD1gAg2ujtZ4tzfeODDnV,dD3UEGKlnuRasRtQZZ,"[37.65, -3.45]",1476911,2017-04-25 22:06:11,2017-04-27 04:05:11,1799,2017-04-07 22:06:11,2017-09-04 22:06:11
2019-10-13 17:45:28,view,TTDPCZkFc4,1487580005092295511,,irisk,25.24,42484464,I87EWhmfUORQ9dXIgXMCeaZdb,e2gvoGlUAFYXLex8vn,"[39.7936, -85.7737]",1817539,2015-05-19 05:54:25,2015-05-19 22:30:25,996,2015-05-03 05:54:25,2015-07-02 05:54:25
